Date,Drug type,Origin,Transit,Destination,Seizure country,Seizure place,Routing,Concealment,Modus operandi,Total quantity (kg),Other quantity,Other unit,Case count,Arrests,Transport type,Container,Risk score,Risk band,Risk flags,Reports (n),Outlets,Text used,Headline,Link,Event ID
2026-08-15,Cocaine,Colombia,,Spain,Spain,Algeciras,Colombia -> Spain,Legitimate cargo (food/produce),Cocaine (400 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Colombia -> Spain | 1 arrests,400.0,,,1,1.0,Sea - container,Yes,30,Medium,"Container cargo, Hidden in legitimate cargo, Organised network",1,Test Gazette,full,Customs seize 400 kg of cocaine hidden in coffee shipment at Algeciras,https://example.com/demo/47,47
2026-08-15,Heroin/Opium,Ethiopia,,,Australia,Sydney,Ethiopia -> Australia,Body concealment,Heroin/Opium (2 kg) | Air - passenger | concealed: Body concealment | route: Ethiopia -> Australia,2.0,,,1,,Air - passenger,No,20,Low,"Multi-country route, Emerging corridor",1,Mock Courier,full,Passenger arrested at Sydney after swallowing 90 pellets of heroin,https://example.com/demo/46,46
2026-08-14,NSA,Syria,,Saudi Arabia,Jordan,,Syria -> Saudi Arabia,Vehicle compartment,"NSA (2,000,000 pills) | Road | concealed: Vehicle compartment | route: Syria -> Saudi Arabia | 2 arrests",,2000000.0,pills,1,2.0,Road,No,45,Medium,"Advanced concealment, Large quantity, Multi-country route",1,Sample Herald,full,Police seize 2 million captagon pills bound for Saudi Arabia,https://example.com/demo/49,49
2026-08-14,Cocaine,Ecuador,,Belgium,Belgium,Antwerp,Ecuador -> Belgium,Legitimate cargo (food/produce),Cocaine (120 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Ecuador -> Belgium | 5 arrests,120.0,,,1,5.0,Sea - container,Yes,25,Medium,"Container cargo, Hidden in legitimate cargo",1,Test Gazette,full,Customs seize 120 kg of cocaine hidden in bananas shipment at Antwerp,https://example.com/demo/50,50
2026-08-13,Cannabis,Albania,,,Italy,,Albania -> Italy,Vehicle compartment,Cannabis (340 kg) | Road | concealed: Vehicle compartment | route: Albania -> Italy | 2 arrests,340.0,,,1,2.0,Road,No,35,Medium,"Advanced concealment, Multi-country route, Emerging corridor",1,Demo Daily,full,Police seize 340 kg of cannabis hidden in a truck in Italy,https://example.com/demo/51,51
2026-08-12,NSA,Netherlands,,Australia,Australia,Sydney,Netherlands -> Australia,Postal / parcel,"NSA (120,000 pills) | Post/express | concealed: Postal / parcel | route: Netherlands -> Australia",,120000.0,pills,1,,Post/express,No,0,Low,,1,Example Post,full,"Border officers intercept 120,000 MDMA tablets sent by post to Australia",https://example.com/demo/52,52
2026-08-11,Cocaine,Panama,,United Kingdom,United Kingdom,Felixstowe,Panama -> United Kingdom,Legitimate cargo (food/produce),Cocaine (2.3 t) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Panama -> United Kingdom | 5 arrests,2300.0,,,1,5.0,Sea - container,Yes,45,Medium,"Container cargo, Hidden in legitimate cargo, Large quantity",1,Test Gazette,full,Customs seize 2.3 tonnes of cocaine hidden in pineapples shipment at Felixstowe,https://example.com/demo/53,53
2026-08-10,Cigarettes,United Arab Emirates,,,United Kingdom,Felixstowe,United Arab Emirates -> United Kingdom,Legitimate cargo (industrial/goods),"Cigarettes (2,000,000 cigarettes) | Sea - container | concealed: Legitimate cargo (industrial/goods) | route: United Arab Emirates -> United Kingdom",,2000000.0,cigarettes,1,,Sea - container,Yes,65,High,"Container cargo, Hidden in legitimate cargo, Large quantity, Multi-country route, Emerging corridor",1,Sample Herald,full,Customs seize 2 million cigarettes in container declared as furniture at Felixstowe,https://example.com/demo/55,55
2026-08-10,Cocaine,Colombia,,Spain,Spain,Algeciras,Colombia -> Spain,Legitimate cargo (food/produce),Cocaine (3.1 t) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Colombia -> Spain | 4 arrests,3100.0,,,1,4.0,Sea - container,Yes,50,High,"Container cargo, Hidden in legitimate cargo, Large quantity, Organised network",1,Mock Courier,full,Customs seize 3.1 tonnes of cocaine hidden in coffee shipment at Algeciras,https://example.com/demo/54,54
2026-08-09,Cocaine,Ecuador,,,Spain,Algeciras,Ecuador -> Spain,Legitimate cargo (food/produce),Cocaine (300 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Ecuador -> Spain | 3 arrests,300.0,,,1,3.0,Sea - container,Yes,45,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route, Emerging corridor",1,Example Post,full,Incautan 300 kilos de cocaína en el puerto de Algeciras,https://example.com/demo/56,56
2026-08-09,NSA,Canada,,United States,United States,Port Everglades,Canada -> United States,Postal / parcel,"NSA (300,000 pills) | Post/express | concealed: Postal / parcel | route: Canada -> United States",,300000.0,pills,1,,Post/express,No,0,Low,,1,Demo Daily,full,"Border officers intercept 300,000 MDMA tablets sent by post to United States",https://example.com/demo/57,57
2026-08-07,Cocaine,Peru,,Italy,Italy,Gioia Tauro,Peru -> Italy,Legitimate cargo (industrial/goods),Cocaine (120 kg) | Sea - container | concealed: Legitimate cargo (industrial/goods) | route: Peru -> Italy,120.0,,,1,,Sea - container,Yes,35,Medium,"Container cargo, Hidden in legitimate cargo, Emerging corridor",2,"Demo Daily, Test Gazette",full,Customs seize 120 kg of cocaine hidden in timber shipment at Gioia Tauro,https://example.com/demo/58,58
2026-08-06,Methamphetamine,Nigeria,,,Australia,Sydney,Nigeria -> Australia,Body concealment,Methamphetamine (1 kg) | Air - passenger | concealed: Body concealment | route: Nigeria -> Australia,1.0,,,1,,Air - passenger,No,20,Low,"Multi-country route, Emerging corridor",1,Example Post,full,Passenger arrested at Sydney after swallowing 117 pellets of methamphetamine,https://example.com/demo/60,60
2026-08-06,NSA,Netherlands,,United Kingdom,United Kingdom,Felixstowe,Netherlands -> United Kingdom,Postal / parcel,"NSA (45,000 pills) | Post/express | concealed: Postal / parcel | route: Netherlands -> United Kingdom",,45000.0,pills,1,,Post/express,No,0,Low,,1,Test Gazette,full,"Border officers intercept 45,000 MDMA tablets sent by post to United Kingdom",https://example.com/demo/61,61
2026-08-05,Methamphetamine,Myanmar,,,Indonesia,,Myanmar -> Indonesia,Vessel hull / underwater,Methamphetamine (180 kg) | Sea - vessel/small craft | concealed: Vessel hull / underwater | route: Myanmar -> Indonesia | 3 arrests,180.0,,,1,3.0,Sea - vessel/small craft,No,55,High,"Advanced concealment, Large quantity, Multi-country route, Emerging corridor",1,Mock Courier,full,Navy intercepts fishing vessel carrying 180 kg of methamphetamine,https://example.com/demo/62,62
2026-08-03,Cocaine,Peru,,Italy,Italy,Gioia Tauro,Peru -> Italy,Legitimate cargo (industrial/goods),Cocaine (250 kg) | Sea - container | concealed: Legitimate cargo (industrial/goods) | route: Peru -> Italy | 1 arrests,250.0,,,1,1.0,Sea - container,Yes,35,Medium,"Container cargo, Hidden in legitimate cargo, Emerging corridor",1,Example Post,full,Customs seize 250 kg of cocaine hidden in timber shipment at Gioia Tauro,https://example.com/demo/64,64
2026-08-03,Cannabis,Spain,,,France,,Spain -> France,Vehicle compartment,Cannabis (180 kg) | Road | concealed: Vehicle compartment | route: Spain -> France | 2 arrests,180.0,,,1,2.0,Road,No,25,Medium,"Advanced concealment, Multi-country route",1,Sample Herald,full,Police seize 180 kg of cannabis hidden in a truck in France,https://example.com/demo/63,63
2026-08-02,Cannabis,Albania,,,Italy,,Albania -> Italy,Vehicle compartment,Cannabis (2.6 t) | Road | concealed: Vehicle compartment | route: Albania -> Italy | 2 arrests,2600.0,,,1,2.0,Road,No,55,High,"Advanced concealment, Large quantity, Multi-country route, Emerging corridor",1,Demo Daily,full,Police seize 2.6 tonnes of cannabis hidden in a truck in Italy,https://example.com/demo/65,65
2026-08-01,Cannabis,Albania,,,Italy,,Albania -> Italy,Vehicle compartment,Cannabis (520 kg) | Road | concealed: Vehicle compartment | route: Albania -> Italy | 2 arrests,520.0,,,1,2.0,Road,No,35,Medium,"Advanced concealment, Multi-country route, Emerging corridor",2,Example Post,full,Police seize 520 kg of cannabis hidden in a truck in Italy,https://example.com/demo/67,67
2026-08-01,Cocaine,Brazil,,Germany,Germany,Hamburg,Brazil -> Germany,Legitimate cargo (food/produce),Cocaine (400 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Brazil -> Germany | 5 arrests,400.0,,,1,5.0,Sea - container,Yes,25,Medium,"Container cargo, Hidden in legitimate cargo",1,Test Gazette,full,Customs seize 400 kg of cocaine hidden in sugar shipment at Hamburg,https://example.com/demo/66,66
2026-07-29,Cocaine,Ecuador,,Netherlands,Netherlands,Rotterdam,Ecuador -> Netherlands,Legitimate cargo (food/produce),Cocaine (250 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Ecuador -> Netherlands | 2 arrests,250.0,,,1,2.0,Sea - container,Yes,30,Medium,"Container cargo, Hidden in legitimate cargo, Organised network",1,Sample Herald,full,Customs seize 250 kg of cocaine hidden in frozen fish shipment at Rotterdam,https://example.com/demo/71,71
2026-07-29,Methamphetamine,Nigeria,,,Australia,Sydney,Nigeria -> Australia,Body concealment,Methamphetamine (1 kg) | Air - passenger | concealed: Body concealment | route: Nigeria -> Australia,1.0,,,1,,Air - passenger,No,20,Low,"Multi-country route, Emerging corridor",1,Demo Daily,full,Passenger arrested at Sydney after swallowing 77 pellets of methamphetamine,https://example.com/demo/70,70
2026-07-28,Cannabis,Spain,,,France,,Spain -> France,Vehicle compartment,Cannabis (900 kg) | Road | concealed: Vehicle compartment | route: Spain -> France | 2 arrests,900.0,,,1,2.0,Road,No,25,Medium,"Advanced concealment, Multi-country route",1,Sample Herald,full,Police seize 900 kg of cannabis hidden in a truck in France,https://example.com/demo/72,72
2026-07-27,Cocaine,Ecuador,,,Spain,Algeciras,Ecuador -> Spain,Legitimate cargo (food/produce),Cocaine (2.2 t) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Ecuador -> Spain | 3 arrests,2200.0,,,1,3.0,Sea - container,Yes,65,High,"Container cargo, Hidden in legitimate cargo, Large quantity, Multi-country route, Emerging corridor",1,Demo Daily,full,Incautan 2.200 kilos de cocaína en el puerto de Algeciras,https://example.com/demo/75,75
2026-07-27,Methamphetamine,Myanmar,,,Indonesia,,Myanmar -> Indonesia,Vessel hull / underwater,Methamphetamine (720 kg) | Sea - vessel/small craft | concealed: Vessel hull / underwater | route: Myanmar -> Indonesia | 3 arrests,720.0,,,1,3.0,Sea - vessel/small craft,No,55,High,"Advanced concealment, Large quantity, Multi-country route, Emerging corridor",3,"Demo Daily, Example Post, Mock Courier",full,Navy intercepts fishing vessel carrying 720 kg of methamphetamine,https://example.com/demo/69,69
2026-07-25,Cocaine,Peru,,Italy,Italy,Gioia Tauro,Peru -> Italy,Legitimate cargo (industrial/goods),Cocaine (250 kg) | Sea - container | concealed: Legitimate cargo (industrial/goods) | route: Peru -> Italy | 4 arrests,250.0,,,1,4.0,Sea - container,Yes,35,Medium,"Container cargo, Hidden in legitimate cargo, Emerging corridor",1,Demo Daily,full,Customs seize 250 kg of cocaine hidden in timber shipment at Gioia Tauro,https://example.com/demo/76,76
2026-07-25,Cocaine,Colombia,,Spain,Spain,Algeciras,Colombia -> Spain,Legitimate cargo (food/produce),Cocaine (120 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Colombia -> Spain | 4 arrests,120.0,,,1,4.0,Sea - container,Yes,25,Medium,"Container cargo, Hidden in legitimate cargo",1,Demo Daily,full,Customs seize 120 kg of cocaine hidden in coffee shipment at Algeciras,https://example.com/demo/78,78
2026-07-25,Cocaine,Colombia,,Portugal,Portugal,Sines / Lisbon,Colombia -> Portugal,Legitimate cargo (food/produce),Cocaine (120 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Colombia -> Portugal | 2 arrests,120.0,,,1,2.0,Sea - container,Yes,25,Medium,"Container cargo, Hidden in legitimate cargo",1,Mock Courier,full,Customs seize 120 kg of cocaine hidden in fruit juice shipment at Sines,https://example.com/demo/77,77
2026-07-24,Cocaine,Colombia,,Spain,Spain,Algeciras,Colombia -> Spain,Legitimate cargo (food/produce),Cocaine (640 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Colombia -> Spain | 2 arrests,640.0,,,1,2.0,Sea - container,Yes,45,Medium,"Container cargo, Hidden in legitimate cargo, Large quantity",1,Test Gazette,full,Customs seize 640 kg of cocaine hidden in coffee shipment at Algeciras,https://example.com/demo/79,79
2026-07-23,Cannabis,Albania,,,Italy,,Albania -> Italy,Vehicle compartment,Cannabis (520 kg) | Road | concealed: Vehicle compartment | route: Albania -> Italy | 2 arrests,520.0,,,1,2.0,Road,No,35,Medium,"Advanced concealment, Multi-country route, Emerging corridor",1,Example Post,full,Police seize 520 kg of cannabis hidden in a truck in Italy,https://example.com/demo/80,80
2026-07-22,Cocaine,Ecuador,,Belgium,Belgium,Antwerp,Ecuador -> Belgium,Legitimate cargo (food/produce),Cocaine (120 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Ecuador -> Belgium | 5 arrests,120.0,,,1,5.0,Sea - container,Yes,25,Medium,"Container cargo, Hidden in legitimate cargo",1,Sample Herald,full,Customs seize 120 kg of cocaine hidden in bananas shipment at Antwerp,https://example.com/demo/81,81
2026-07-21,Cannabis,Morocco,,,Spain,,Morocco -> Spain,Vehicle compartment,Cannabis (2.6 t) | Road | concealed: Vehicle compartment | route: Morocco -> Spain | 2 arrests,2600.0,,,1,2.0,Road,No,45,Medium,"Advanced concealment, Large quantity, Multi-country route",1,Mock Courier,full,Police seize 2.6 tonnes of cannabis hidden in a truck in Spain,https://example.com/demo/82,82
2026-07-20,Cannabis,Spain,,,France,,Spain -> France,Vehicle compartment,Cannabis (2.6 t) | Road | concealed: Vehicle compartment | route: Spain -> France | 2 arrests,2600.0,,,1,2.0,Road,No,45,Medium,"Advanced concealment, Large quantity, Multi-country route",1,Sample Herald,full,Police seize 2.6 tonnes of cannabis hidden in a truck in France,https://example.com/demo/83,83
2026-07-20,Heroin/Opium,Pakistan,,,Australia,Sydney,Pakistan -> Australia,Body concealment,Heroin/Opium (2 kg) | Air - passenger | concealed: Body concealment | route: Pakistan -> Australia,2.0,,,1,,Air - passenger,No,10,Low,Multi-country route,1,Example Post,full,Passenger arrested at Sydney after swallowing 57 pellets of heroin,https://example.com/demo/84,84
2026-07-18,NSA,Canada,,United States,United States,Port Everglades,Canada -> United States,Postal / parcel,"NSA (120,000 pills) | Post/express | concealed: Postal / parcel | route: Canada -> United States",,120000.0,pills,1,,Post/express,No,0,Low,,1,Test Gazette,full,"Border officers intercept 120,000 MDMA tablets sent by post to United States",https://example.com/demo/86,86
2026-07-17,Cocaine,Colombia,,,Australia,Sydney,Colombia -> Australia,Body concealment,Cocaine (1 kg) | Air - passenger | concealed: Body concealment | route: Colombia -> Australia,1.0,,,1,,Air - passenger,No,10,Low,Multi-country route,1,Demo Daily,full,Passenger arrested at Sydney after swallowing 81 pellets of cocaine,https://example.com/demo/88,88
2026-07-16,Cocaine,Panama,,United Kingdom,United Kingdom,Felixstowe,Panama -> United Kingdom,Legitimate cargo (food/produce),Cocaine (400 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Panama -> United Kingdom,400.0,,,1,,Sea - container,Yes,30,Medium,"Container cargo, Hidden in legitimate cargo, Organised network",1,Demo Daily,full,Customs seize 400 kg of cocaine hidden in pineapples shipment at Felixstowe,https://example.com/demo/89,89
2026-07-15,Cocaine,Ecuador,,Netherlands,Netherlands,Rotterdam,Ecuador -> Netherlands,Legitimate cargo (food/produce),Cocaine (780 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Ecuador -> Netherlands | 3 arrests,780.0,,,1,3.0,Sea - container,Yes,50,High,"Container cargo, Hidden in legitimate cargo, Large quantity, Organised network",3,"Demo Daily, Test Gazette",full,Customs seize 780 kg of cocaine hidden in frozen fish shipment at Rotterdam,https://example.com/demo/85,85
2026-07-14,Heroin/Opium,Pakistan,,,United Kingdom,Felixstowe,Pakistan -> United Kingdom,Body concealment,Heroin/Opium (1 kg) | Air - passenger | concealed: Body concealment | route: Pakistan -> United Kingdom,1.0,,,1,,Air - passenger,No,10,Low,Multi-country route,1,Test Gazette,full,Passenger arrested at Heathrow after swallowing 114 pellets of heroin,https://example.com/demo/93,93
2026-07-12,Cocaine,Colombia,,,Spain,Algeciras,Colombia -> Spain,Legitimate cargo (food/produce),Cocaine (800 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Colombia -> Spain | 3 arrests,800.0,,,1,3.0,Sea - container,Yes,55,High,"Container cargo, Hidden in legitimate cargo, Large quantity, Multi-country route",3,"Demo Daily, Example Post, Sample Herald",full,Incautan 800 kilos de cocaína en el puerto de Algeciras,https://example.com/demo/94,94
2026-07-12,Cocaine,Ecuador,,Belgium,Belgium,Antwerp,Ecuador -> Belgium,Legitimate cargo (food/produce),Cocaine (3.1 t) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Ecuador -> Belgium | 5 arrests,3100.0,,,1,5.0,Sea - container,Yes,45,Medium,"Container cargo, Hidden in legitimate cargo, Large quantity",1,Test Gazette,full,Customs seize 3.1 tonnes of cocaine hidden in bananas shipment at Antwerp,https://example.com/demo/95,95
2026-07-12,NSA,Canada,,United States,United States,Port Everglades,Canada -> United States,Postal / parcel,"NSA (20,000 pills) | Post/express | concealed: Postal / parcel | route: Canada -> United States",,20000.0,pills,1,,Post/express,No,0,Low,,1,Test Gazette,full,"Border officers intercept 20,000 MDMA tablets sent by post to United States",https://example.com/demo/96,96
2026-07-11,Cannabis,Morocco,,,Spain,,Morocco -> Spain,Vehicle compartment,Cannabis (2.6 t) | Road | concealed: Vehicle compartment | route: Morocco -> Spain | 2 arrests,2600.0,,,1,2.0,Road,No,45,Medium,"Advanced concealment, Large quantity, Multi-country route",1,Test Gazette,full,Police seize 2.6 tonnes of cannabis hidden in a truck in Spain,https://example.com/demo/101,101
2026-07-11,NSA,Syria,,Saudi Arabia,Jordan,,Syria -> Saudi Arabia,Vehicle compartment,"NSA (1,000,000 pills) | Road | concealed: Vehicle compartment | route: Syria -> Saudi Arabia | 2 arrests",,1000000.0,pills,1,2.0,Road,No,45,Medium,"Advanced concealment, Large quantity, Multi-country route",2,"Mock Courier, Sample Herald",full,Police seize 1 million captagon pills bound for Saudi Arabia,https://example.com/demo/90,90
2026-07-09,Cocaine,Brazil,,Germany,Germany,Hamburg,Brazil -> Germany,Legitimate cargo (food/produce),Cocaine (640 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Brazil -> Germany | 1 arrests,640.0,,,1,1.0,Sea - container,Yes,45,Medium,"Container cargo, Hidden in legitimate cargo, Large quantity",1,Mock Courier,full,Customs seize 640 kg of cocaine hidden in sugar shipment at Hamburg,https://example.com/demo/103,103
2026-07-09,Heroin/Opium,Ethiopia,,,Netherlands,Rotterdam,Ethiopia -> Netherlands,Body concealment,Heroin/Opium (1 kg) | Air - passenger | concealed: Body concealment | route: Ethiopia -> Netherlands,1.0,,,1,,Air - passenger,No,10,Low,Multi-country route,3,"Demo Daily, Example Post, Test Gazette",full,Passenger arrested at Schiphol after swallowing 63 pellets of heroin,https://example.com/demo/87,87
2026-07-09,NSA,Netherlands,,Australia,Australia,Sydney,Netherlands -> Australia,Postal / parcel,"NSA (300,000 pills) | Post/express | concealed: Postal / parcel | route: Netherlands -> Australia",,300000.0,pills,1,,Post/express,No,0,Low,,1,Example Post,full,"Border officers intercept 300,000 MDMA tablets sent by post to Australia",https://example.com/demo/102,102
2026-07-08,Cocaine,Colombia,,Spain,Spain,Algeciras,Colombia -> Spain,Legitimate cargo (food/produce),Cocaine (1.2 t) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Colombia -> Spain | 2 arrests,1200.0,,,1,2.0,Sea - container,Yes,45,Medium,"Container cargo, Hidden in legitimate cargo, Large quantity",1,Example Post,full,Customs seize 1.2 tonnes of cocaine hidden in coffee shipment at Algeciras,https://example.com/demo/105,105
2026-07-06,Cocaine,Colombia,,,France,Le Havre,Colombia -> France,Impregnation / liquid / disguised; Legitimate cargo (food/produce),Cocaine (1.1 t) | Sea - container | concealed: Legitimate cargo (food/produce); Impregnation / liquid / disguised | route: Colombia -> France | 2 arrests,1100.0,,,1,2.0,Sea - container,Yes,70,High,"Container cargo, Hidden in legitimate cargo, Advanced concealment, Large quantity, Multi-country route",1,Sample Herald,full,Saisie de 1100 kg de cocaïne au port du Havre,https://example.com/demo/108,108
2026-07-06,Cocaine,Colombia,,Portugal,Portugal,Sines / Lisbon,Colombia -> Portugal,Legitimate cargo (food/produce),Cocaine (120 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Colombia -> Portugal | 3 arrests,120.0,,,1,3.0,Sea - container,Yes,30,Medium,"Container cargo, Hidden in legitimate cargo, Organised network",2,"Demo Daily, Test Gazette",full,Customs seize 120 kg of cocaine hidden in fruit juice shipment at Sines,https://example.com/demo/106,106
2026-07-05,Cocaine,Ecuador,,France,France,Le Havre,Ecuador -> France,Legitimate cargo (food/produce),Cocaine (640 kg) | Sea - container | concealed: Legitimate cargo (food/produce) | route: Ecuador -> France | 1 arrests,640.0,,,1,1.0,Sea - container,Yes,50,High,"Container cargo, Hidden in legitimate cargo, Large quantity, Organised network",1,Demo Daily,full,Customs seize 640 kg of cocaine hidden in bananas shipment at Le Havre,https://example.com/demo/110,110
2026-07-05,NSA,Netherlands,,United Kingdom,United Kingdom,Felixstowe,Netherlands -> United Kingdom,Postal / parcel,"NSA (120,000 pills) | Post/express | concealed: Postal / parcel | route: Netherlands -> United Kingdom",,120000.0,pills,1,,Post/express,No,0,Low,,2,"Mock Courier, Sample Herald",full,"Border officers intercept 120,000 MDMA tablets sent by post to United Kingdom",https://example.com/demo/107,107
2026-07-04,NSA,Syria,,Saudi Arabia,Jordan,,Syria -> Saudi Arabia,Vehicle compartment,"NSA (2,000,000 pills) | Road | concealed: Vehicle compartment | route: Syria -> Saudi Arabia | 2 arrests",,2000000.0,pills,1,2.0,Road,No,45,Medium,"Advanced concealment, Large quantity, Multi-country route",1,Mock Courier,full,Police seize 2 million captagon pills bound for Saudi Arabia,https://example.com/demo/115,115
2026-07-04,NSA,Netherlands,,United Kingdom,United Kingdom,Felixstowe,Netherlands -> United Kingdom,Postal / parcel,"NSA (20,000 pills) | Post/express | concealed: Postal / parcel | route: Netherlands -> United Kingdom",,20000.0,pills,1,,Post/express,No,0,Low,,3,"Example Post, Mock Courier, Sample Herald",full,"Border officers intercept 20,000 MDMA tablets sent by post to United Kingdom",https://example.com/demo/112,112
2026-07-03,Cannabis,Spain,,,France,,Spain -> France,Vehicle compartment,Cannabis (900 kg) | Road | concealed: Vehicle compartment | route: Spain -> France | 2 arrests,900.0,,,1,2.0,Road,No,25,Medium,"Advanced concealment, Multi-country route",1,Example Post,full,Police seize 900 kg of cannabis hidden in a truck in France,https://example.com/demo/116,116
